Participant;Item;Item_Type;Correct_Response;Part_Response;RT_ms;Condition;Response
LE65;zielig;target_word_ie;word;non-word;730,7899999;ie;incorrect
GX23;verlies;target_word_ie;word;word;730,925;ie;correct
NN37;uniek;target_word_ie;word;non-word;731,02;ie;incorrect
UU48;liefde;target_word_ie;word;non-word;736,385;ie;incorrect
MF86;diefstal;target_word_ie;word;word;740,4;i;correct
BU54;diefstal;target_word_ie;word;word;741;i;correct
GJ73;knie;target_word_ie;word;word;741,7;i;correct
GR22;dienst;target_word_ie;word;word;742;i;correct
FO97;vliegen;target_word_ie;word;non-word;743,53;ie;incorrect
QX97;zielig;target_word_ie;word;word;743,66;ie;correct
TR42;ziek;target_word_ie;word;word;744,195;i;correct
IJ89;zielig;target_word_ie;word;word;744,985;i;correct
NU88;priester;target_word_ie;word;word;750,2;ie;correct
GX23;uniek;target_word_ie;word;word;755,19;ie;correct
GF66;liefde;target_word_ie;word;non-word;759,21;ie;incorrect
DX78;zielig;target_word_ie;word;word;761,045;ie;correct
EE40;liever;target_word_ie;word;word;761,195;ie;correct
CU89;visum;target_word_ie;word;non-word;763,27;ie;incorrect
BT89;brief;target_word_ie;word;non-word;765,305;ie;incorrect
GX23;vliegen;target_word_ie;word;word;767,18;ie;correct
KF97;brief;target_word_ie;word;non-word;768,065;ie;incorrect
SV59;vliegen;target_word_ie;word;non-word;769,86;ie;incorrect
MR77;fiets;target_word_ie;word;non-word;770;ie;incorrect
DE18;advies;target_word_ie;word;word;770,825;ie;correct
MD88;liefde;target_word_ie;word;non-word;771;ie;incorrect
IU15;advies;target_word_ie;word;word;773,865;ie;correct
PU79;schieten;target_word_ie;word;word;774,7650001;i;correct
QX97;fiets;target_word_ie;word;word;775,815;ie;correct
SV59;knie;target_word_ie;word;non-word;777,51;ie;incorrect
BF11;liefde;target_word_ie;word;non-word;778,775;ie;incorrect
JU99;ziek;target_word_ie;word;word;782,935;i;correct
GX23;brief;target_word_ie;word;non-word;784,25;ie;incorrect
UI57;actief;target_word_ie;word;word;784,31;i;correct
GX23;liefde;target_word_ie;word;word;784,82;ie;correct
CF70;verlies;target_word_ie;word;non-word;785,155;ie;incorrect
EE40;visum;target_word_ie;word;word;787,02;ie;correct
FD05;brief;target_word_ie;word;word;788,195;ie;correct
MN63;liever;target_word_ie;word;non-word;791;ie;incorrect
DX27;knie;target_word_ie;word;word;795,78;i;correct
BT89;visum;target_word_ie;word;non-word;796,045;ie;incorrect
PU79;diefstal;target_word_ie;word;word;797,78;i;correct
GF66;schieten;target_word_ie;word;non-word;801,71;ie;incorrect
UN16;spiegel;target_word_ie;word;word;802,0599997;i;correct
BT89;verlies;target_word_ie;word;non-word;802,145;ie;incorrect
MX89;brief;target_word_ie;word;word;809,09;i;correct
IJ89;techniek;target_word_ie;word;non-word;811,8199999;i;incorrect
BD00;ziek;target_word_ie;word;non-word;812,88;ie;incorrect
NN37;verlies;target_word_ie;word;word;814,655;ie;correct
MH99;actief;target_word_ie;word;word;816,675;i;correct
BD00;dienst;target_word_ie;word;non-word;821,5450001;ie;incorrect
NF91;liever;target_word_ie;word;word;822,585;ie;correct
UU48;advies;target_word_ie;word;word;823,105;ie;correct
FF38;dienst;target_word_ie;word;non-word;827,095;ie;incorrect
BD00;actief;target_word_ie;word;word;827,51;ie;correct
FD05;liever;target_word_ie;word;non-word;827,905;ie;incorrect
JD97;zielig;target_word_ie;word;word;831,5750001;i;correct
HO46;techniek;target_word_ie;word;word;831,88;ie;correct
MU75;brief;target_word_ie;word;non-word;832,895;ie;incorrect
FX75;fiets;target_word_ie;word;word;835,84;i;correct
DF25;visum;target_word_ie;word;word;841,05;i;correct
MR77;dienst;target_word_ie;word;non-word;846,67;ie;incorrect
BD00;brief;target_word_ie;word;non-word;848,6049999;ie;incorrect
GX23;visum;target_word_ie;word;word;849,185;ie;correct
TR42;techniek;target_word_ie;word;word;851,19;i;correct
MU11;actief;target_word_ie;word;word;860,91;i;correct
NX04 ;priester;target_word_ie;word;word;862,455;i;correct
SF29;visum;target_word_ie;word;word;862,63;i;correct
MH99;uniek;target_word_ie;word;word;869,095;i;correct
MD88;brief;target_word_ie;word;word;870,63;ie;correct
BH43;visum;target_word_ie;word;word;875,22;i;correct
MN63;vliegen;target_word_ie;word;non-word;877;ie;incorrect
QX03;advies;target_word_ie;word;word;879,165;i;correct
NN33;liever;target_word_ie;word;non-word;879,225;ie;incorrect
OV64;diefstal;target_word_ie;word;word;881,2550001;ie;correct
CU89;dienst;target_word_ie;word;non-word;881,9;ie;incorrect
NN33;titel;target_word_ie;word;word;881,95;ie;correct
PU79;vliegen;target_word_ie;word;word;882,5849999;i;correct
DE18;priester;target_word_ie;word;word;883,47;ie;correct
FF38;techniek;target_word_ie;word;non-word;883,545;ie;incorrect
DX27;titel;target_word_ie;word;word;892,815;i;correct
QX03;techniek;target_word_ie;word;non-word;904,03;i;incorrect
IQ93;knie;target_word_ie;word;word;904,62;ie;correct
BD00;visum;target_word_ie;word;non-word;906,0750001;ie;incorrect
IJ89;dienst;target_word_ie;word;word;908,15;i;correct
MU75;verlies;target_word_ie;word;non-word;908,155;ie;incorrect
MF86;titel;target_word_ie;word;word;909,375;i;correct
LI09;techniek;target_word_ie;word;word;910,74;ie;correct
NN33;ziek;target_word_ie;word;word;917,13;ie;correct
DX27;actief;target_word_ie;word;word;918,57;i;correct
QX97;techniek;target_word_ie;word;word;919,365;ie;correct
UU48;techniek;target_word_ie;word;non-word;920,25;ie;incorrect
NU88;liever;target_word_ie;word;word;921,975;ie;correct
LF24;advies;target_word_ie;word;word;925,91;ie;correct
CP39;priester;target_word_ie;word;word;926,55;i;correct
MO41;knie;target_word_ie;word;word;929,615;i;correct
IQ93;schieten;target_word_ie;word;non-word;934,815;ie;incorrect
MD88;fiets;target_word_ie;word;non-word;942,465;ie;incorrect
LI09;liefde;target_word_ie;word;non-word;944,365;ie;incorrect
JD97;actief;target_word_ie;word;non-word;949,425;i;incorrect
CX10;visum;target_word_ie;word;non-word;949,635;ie;incorrect
OV64;actief;target_word_ie;word;word;952,545;ie;correct
KF77;priester;target_word_ie;word;word;954,6749999;i;correct
UI57;liever;target_word_ie;word;word;955,51;i;correct
FI17;liever;target_word_ie;word;word;957,4350001;i;correct
FF38;ziek;target_word_ie;word;non-word;959,72;ie;incorrect
MN63;brief;target_word_ie;word;non-word;962;ie;incorrect
TF36;dienst;target_word_ie;word;word;964;i;correct
FX81;vliegen;target_word_ie;word;non-word;966,145;ie;incorrect
FO97;zielig;target_word_ie;word;non-word;966,275;ie;incorrect
MU27;diefstal;target_word_ie;word;word;967,18;ie;correct
BD00;techniek;target_word_ie;word;word;967,3499999;ie;correct
MU27;liefde;target_word_ie;word;non-word;967,89;ie;incorrect
FO97;advies;target_word_ie;word;non-word;968,595;ie;incorrect
LM62;priester;target_word_ie;word;word;969,49;i;correct
BU54;dienst;target_word_ie;word;word;974;i;correct
CU89;zielig;target_word_ie;word;word;976,07;ie;correct
LM62;liever;target_word_ie;word;word;978,185;i;correct
BT89;liever;target_word_ie;word;non-word;978,945;ie;incorrect
MT15;fiets;target_word_ie;word;word;979,495;i;correct
QX64;brief;target_word_ie;word;non-word;985,395;ie;incorrect
TY61;liever;target_word_ie;word;word;986,52;i;correct
NR34;verlies;target_word_ie;word;word;986,605;i;correct
DT70;liefde;target_word_ie;word;word;986,795;ie;correct
NF64;uniek;target_word_ie;word;word;991,74;i;correct
UU48;priester;target_word_ie;word;word;998,83;ie;correct
LI09;ziek;target_word_ie;word;non-word;1005,985;ie;incorrect
NU88;liefde;target_word_ie;word;word;1006,48;ie;correct
HO46;brief;target_word_ie;word;word;1007,465;ie;correct
DX78;techniek;target_word_ie;word;word;1008,24;ie;correct
CX10;verlies;target_word_ie;word;non-word;1011,805;ie;incorrect
GJ73;techniek;target_word_ie;word;word;1022,105;i;correct
BU54;ziek;target_word_ie;word;word;1036;i;correct
BU54;liefde;target_word_ie;word;word;1038;i;correct
LI09;zielig;target_word_ie;word;non-word;1044,75;ie;incorrect
NX81;visum;target_word_ie;word;non-word;1051,02;i;incorrect
GX23;ziek;target_word_ie;word;non-word;1052,085;ie;incorrect
GX23;liever;target_word_ie;word;non-word;1053,81;ie;incorrect
MU27;dienst;target_word_ie;word;non-word;1056,065;ie;incorrect
KE71;schieten;target_word_ie;word;non-word;1079,345;ie;incorrect
MF96;visum;target_word_ie;word;word;1079,355;i;correct
CX10;brief;target_word_ie;word;non-word;1085,415;ie;incorrect
FX81;spiegel;target_word_ie;word;non-word;1095,63;ie;incorrect
XX28;actief;target_word_ie;word;word;1095,84;i;correct
LM62;ziek;target_word_ie;word;word;1099,165;i;correct
UU48;vliegen;target_word_ie;word;word;1102,78;ie;correct
DE18;dienst;target_word_ie;word;non-word;1104,775;ie;incorrect
HO46;knie;target_word_ie;word;word;1108,385;ie;correct
ND78;visum;target_word_ie;word;word;1110;i;correct
GX23;schieten;target_word_ie;word;non-word;1112,235;ie;incorrect
SF29;techniek;target_word_ie;word;non-word;1116,875;i;incorrect
KF97;liefde;target_word_ie;word;word;1123,68;ie;correct
MR77;vliegen;target_word_ie;word;non-word;1126,665;ie;incorrect
DT70;visum;target_word_ie;word;word;1131,83;ie;correct
EE40;verlies;target_word_ie;word;word;1133,595;ie;correct
TR42;visum;target_word_ie;word;word;1136,78;i;correct
LE65;liever;target_word_ie;word;word;1141,575;ie;correct
KF72;visum;target_word_ie;word;word;1143,015;i;correct
DF25;ziek;target_word_ie;word;non-word;1162,13;i;incorrect
MF86;schieten;target_word_ie;word;word;1167,43;i;correct
IU15;titel;target_word_ie;word;word;1169,165;ie;correct
BD00;knie;target_word_ie;word;word;1170,375;ie;correct
JD97;advies;target_word_ie;word;word;1172,12;i;correct
FX81;dienst;target_word_ie;word;non-word;1172,895;ie;incorrect
KF97;uniek;target_word_ie;word;word;1175,68;ie;correct
DT70;liever;target_word_ie;word;word;1186,175;ie;correct
FD05;ziek;target_word_ie;word;word;1187,735;ie;correct
KF97;liever;target_word_ie;word;non-word;1198,24;ie;incorrect
LI09;schieten;target_word_ie;word;word;1203,235;ie;correct
NX04 ;techniek;target_word_ie;word;word;1203,795;i;correct
FO97;techniek;target_word_ie;word;word;1205,04;ie;correct
LI09;brief;target_word_ie;word;non-word;1219,715;ie;incorrect
DF25;titel;target_word_ie;word;non-word;1220,255;i;incorrect
LE65;dienst;target_word_ie;word;non-word;1227,045;ie;incorrect
UN16;uniek;target_word_ie;word;word;1227,065;i;correct
MD88;techniek;target_word_ie;word;non-word;1227,405;ie;incorrect
MH99;priester;target_word_ie;word;word;1227,96;i;correct
BP76;techniek;target_word_ie;word;non-word;1230,395;i;incorrect
NF91;ziek;target_word_ie;word;word;1238,195;ie;correct
NX04 ;visum;target_word_ie;word;word;1248,9;i;correct
OV64;advies;target_word_ie;word;word;1252,71;ie;correct
LD19;techniek;target_word_ie;word;word;1253,125;i;correct
IU15;dienst;target_word_ie;word;non-word;1260,595;ie;incorrect
EE40;zielig;target_word_ie;word;non-word;1264,385;ie;incorrect
FD05;dienst;target_word_ie;word;non-word;1267,84;ie;incorrect
NX81;verlies;target_word_ie;word;word;1268,185;i;correct
DE18;techniek;target_word_ie;word;non-word;1274,005;ie;incorrect
LE65;verlies;target_word_ie;word;non-word;1291,02;ie;incorrect
HO46;advies;target_word_ie;word;word;1297,165;ie;correct
TR42;uniek;target_word_ie;word;word;1298,63;i;correct
BJ47;knie;target_word_ie;word;word;1299,38;i;correct
FI17;techniek;target_word_ie;word;non-word;1320,975;i;incorrect
SV59;techniek;target_word_ie;word;word;1351,925;ie;correct
CU89;techniek;target_word_ie;word;non-word;1353,22;ie;incorrect
MH99;dienst;target_word_ie;word;word;1374,205;i;correct
CX10;liefde;target_word_ie;word;word;1375,38;ie;correct
UN16;liever;target_word_ie;word;word;1385,75;i;correct
IQ93;diefstal;target_word_ie;word;word;1390,105;ie;correct
NN33;visum;target_word_ie;word;word;1392,555;ie;correct
MF88;spiegel;target_word_ie;word;word;1395,835;i;correct
OV64;brief;target_word_ie;word;non-word;1402,53;ie;incorrect
DE18;verlies;target_word_ie;word;non-word;1412,815;ie;incorrect
DF25;uniek;target_word_ie;word;word;1420,58;i;correct
BD00;vliegen;target_word_ie;word;non-word;1446,97;ie;incorrect
MU75;techniek;target_word_ie;word;word;1448,41;ie;correct
XX28;schieten;target_word_ie;word;word;1461,79;i;correct
KE71;liefde;target_word_ie;word;word;1464,31;ie;correct
MU75;titel;target_word_ie;word;non-word;1502,995;ie;incorrect
FD05;visum;target_word_ie;word;word;1511,065;ie;correct
QX64;schieten;target_word_ie;word;non-word;1515,3;ie;incorrect
NF91;brief;target_word_ie;word;non-word;1518,69;ie;incorrect
MU75;visum;target_word_ie;word;non-word;1528,04;ie;incorrect
FU25;techniek;target_word_ie;word;non-word;1530,295;i;incorrect
DE18;liever;target_word_ie;word;word;1552,31;ie;correct
QX64;knie;target_word_ie;word;word;1565,925;ie;correct
EE40;advies;target_word_ie;word;word;1575;ie;correct
MO41;techniek;target_word_ie;word;non-word;1594,8;i;incorrect
MD88;verlies;target_word_ie;word;word;1609,795;ie;correct
XX28;zielig;target_word_ie;word;word;1615,085;i;correct
MU27;vliegen;target_word_ie;word;word;1635,25;ie;correct
LO27;diefstal;target_word_ie;word;word;1651,18;i;correct
CX10;vliegen;target_word_ie;word;word;1657,01;ie;correct
FG25;actief;target_word_ie;word;word;1661,02;i;correct
GX23;titel;target_word_ie;word;word;1664,04;ie;correct
OV64;schieten;target_word_ie;word;non-word;1672,285;ie;incorrect
FF38;liever;target_word_ie;word;word;1691,1;ie;correct
TX60;advies;target_word_ie;word;word;1739,205;i;correct
HO46;zielig;target_word_ie;word;non-word;1770,795;ie;incorrect
FG25;techniek;target_word_ie;word;word;1800,41;i;correct
LE65;advies;target_word_ie;word;word;1808,66;ie;correct
KE71;fiets;target_word_ie;word;non-word;1818,72;ie;incorrect
IQ93;liefde;target_word_ie;word;non-word;1829,425;ie;incorrect
BD00;liefde;target_word_ie;word;word;1972,12;ie;correct
FI17;ziek;target_word_ie;word;word;2033,995;i;correct
DE53;brief;target_word_ie;word;word;2060,57;i;correct
DE18;schieten;target_word_ie;word;word;2096,33;ie;correct
FX81;verlies;target_word_ie;word;non-word;2121,67;ie;incorrect
DE18;vliegen;target_word_ie;word;word;2246,37;ie;correct
MU27;fiets;target_word_ie;word;word;2249,865;ie;correct
CX10;techniek;target_word_ie;word;word;2503,635;ie;correct
MH99;knie;target_word_ie;word;word;2535,005;i;correct
LM62;spiegel;target_word_ie;word;word;2537,555;i;correct
KE71;techniek;target_word_ie;word;word;2555,415;ie;correct
JU99;advies;target_word_ie;word;word;2626,295;i;correct
BD54;titel;target_word_ie;word;word;2816,085;ie;correct
DF25;liever;target_word_ie;word;word;2879,28;i;correct
BJ47;liever;target_word_ie;word;word;2917,005;i;correct
XX28;winter;target_word_i;word;word;0,149999993;i;correct
FX75;single;target_word_i;word;word;0,950000016;i;correct
MU11;verschil;target_word_i;word;word;2,25000002;i;correct
MF88;gids;target_word_i;word;word;3,609999985;i;correct
NN37;ingang;target_word_i;word;word;4,065000001;ie;correct
GT29;verschil;target_word_i;word;word;4,144999999;ie;correct
DX78;vlinder;target_word_i;word;word;7,195;ie;correct
LO27;dichter;target_word_i;word;word;9,610000066;i;correct
BT89;middag;target_word_i;word;word;9,634999995;ie;correct
MF88;winst;target_word_i;word;word;9,829999995;i;correct
NN37;single;target_word_i;word;word;11,69;ie;correct
SV59;vinger;target_word_i;word;word;12,335;ie;correct
SV59;middag;target_word_i;word;word;12,945;ie;correct
JU99;winst;target_word_i;word;non-word;13,24999984;i;incorrect
MF86;dichter;target_word_i;word;word;13,37000006;i;correct
TX31;verschil;target_word_i;word;word;14,67500001;i;correct
NN33;vergif;target_word_i;word;word;15,94999997;ie;correct
SV59;dichter;target_word_i;word;word;15,995;ie;correct
SV59;winter;target_word_i;word;word;19,19;ie;correct
SV59;ridder;target_word_i;word;word;19,365;ie;correct
UU48;ingang;target_word_i;word;word;20,61499999;ie;correct
KF72;verschil;target_word_i;word;word;20,895;i;correct
SV59;gids;target_word_i;word;word;21,23;ie;correct
TX31;winkel;target_word_i;word;word;22,52;i;correct
KE71;bink;target_word_i;word;non-word;23,34500002;ie;incorrect
LE65;vergif;target_word_i;word;word;23,47000001;ie;correct
MF88;winter;target_word_i;word;word;28,10000003;i;correct
GT29;bitter;target_word_i;word;word;28,23499999;ie;correct
FF20;middag;target_word_i;word;word;28,65500003;ie;correct
FF20;schilder;target_word_i;word;word;29,27500004;ie;correct
GT29;pittig;target_word_i;word;word;30,95499999;ie;correct
TX60;gids;target_word_i;word;word;31,24500019;i;correct
IJ89;ingang;target_word_i;word;word;31,85999999;i;correct
FF38;vergif;target_word_i;word;word;32,97;ie;correct
KF77;schilder;target_word_i;word;word;34,99000007;i;correct
MF88;winkel;target_word_i;word;word;40,37500001;i;correct
GT29;ridder;target_word_i;word;word;41,07499999;ie;correct
DX27;middag;target_word_i;word;word;43,875;i;correct
IQ93;dichter;target_word_i;word;word;44,80999999;ie;correct
LO27;middag;target_word_i;word;word;46,82000005;i;correct
TX60;winter;target_word_i;word;word;48,22000023;i;correct
KF77;bink;target_word_i;word;word;48,3299999;i;correct
LO27;vlinder;target_word_i;word;word;49,27999992;i;correct
LM62;vinger;target_word_i;word;word;51,07;i;correct
NN37;dikwijls;target_word_i;word;word;51,615;ie;correct
MH99;winst;target_word_i;word;word;52,06499994;i;correct
CF70;winter;target_word_i;word;word;53,02499997;ie;correct
CF70;vlinder;target_word_i;word;word;53,66999999;ie;correct
FI03;winkel;target_word_i;word;word;54,095;i;correct
FI03;single;target_word_i;word;non-word;54,23000001;i;incorrect
PU79;ingang;target_word_i;word;word;54,54499996;i;correct
NN37;vlinder;target_word_i;word;word;56,015;ie;correct
FF38;winkel;target_word_i;word;word;58,45500001;ie;correct
